,Wind speed (knots)04h,Wind speed (knots)06h,Wind speed (knots)08h,Wind speed (knots)10h,Wind speed (knots)12h,Wind speed (knots)14h,Wind speed (knots)16h,Wind speed (knots)18h,Wind direction (°Deg)04h,Wind direction (°Deg)06h,Wind direction (°Deg)08h,Wind direction (°Deg)10h,Wind direction (°Deg)12h,Wind direction (°Deg)14h,Wind direction (°Deg)16h,Wind direction (°Deg)18h,Wind gusts (knots)04h,Wind gusts (knots)06h,Wind gusts (knots)08h,Wind gusts (knots)10h,Wind gusts (knots)12h,Wind gusts (knots)14h,Wind gusts (knots)16h,Wind gusts (knots)18h,Wave (m)04h,Wave (m)06h,Wave (m)08h,Wave (m)10h,Wave (m)12h,Wave (m)14h,Wave (m)16h,Wave (m)18h,Wave direction (°Deg)04h,Wave direction (°Deg)06h,Wave direction (°Deg)08h,Wave direction (°Deg)10h,Wave direction (°Deg)12h,Wave direction (°Deg)14h,Wave direction (°Deg)16h,Wave direction (°Deg)18h,Wave period (s)04h,Wave period (s)06h,Wave period (s)08h,Wave period (s)10h,Wave period (s)12h,Wave period (s)14h,Wave period (s)16h,Wave period (s)18h
25.04.2022,8.0,7.0,14.0,14.0,13.0,15.0,16.0,12.0,481.0,480.0,478.0,403.0,416.0,406.0,417.0,437.0,11.0,9.0,20.0,17.0,15.0,15.0,15.0,15.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,396.0,399.0,398.0,398.0,398.0,398.0,397.0,397.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0
26.04.2022,8.0,8.0,8.0,13.0,17.0,17.0,17.0,14.0,478.0,485.0,480.0,442.0,425.0,421.0,422.0,430.0,9.0,9.0,11.0,15.0,17.0,17.0,19.0,19.0,2.1,2.2,2.2,2.3,2.4,2.5,2.6,2.7,398.0,396.0,395.0,394.0,393.0,392.0,391.0,389.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
27.04.2022,6.0,5.0,5.0,4.0,8.0,10.0,6.0,13.0,497.0,508.0,525.0,239.0,294.0,295.0,231.0,259.0,5.0,4.0,4.0,6.0,8.0,9.0,9.0,17.0,2.9,2.9,2.8,2.8,2.7,2.6,2.6,2.5,389.0,389.0,389.0,388.0,388.0,389.0,389.0,389.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
28.04.2022,6.0,6.0,6.0,3.0,6.0,8.0,7.0,5.0,517.0,513.0,508.0,500.0,333.0,336.0,301.0,291.0,6.0,6.0,6.0,4.0,4.0,7.0,7.0,6.0,2.2,2.1,2.0,1.9,1.8,1.7,1.7,1.6,389.0,390.0,390.0,392.0,394.0,396.0,393.0,393.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0
29.04.2022,8.0,15.0,16.0,23.0,25.0,27.0,23.0,17.0,436.0,446.0,447.0,433.0,433.0,429.0,430.0,435.0,10.0,21.0,25.0,26.0,28.0,32.0,29.0,27.0,1.7,1.8,2.0,2.3,2.6,2.8,2.9,2.7,390.0,392.0,394.0,398.0,401.0,404.0,408.0,404.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
30.04.2022,14.0,15.0,15.0,19.0,20.0,20.0,18.0,14.0,454.0,454.0,453.0,444.0,431.0,424.0,424.0,423.0,22.0,22.0,23.0,22.0,21.0,22.0,20.0,22.0,3.0,3.0,3.1,3.2,3.3,3.3,3.3,3.2,402.0,402.0,401.0,401.0,398.0,399.0,399.0,399.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0
01.05.2022,7.0,7.0,7.0,7.0,8.0,14.0,10.0,6.0,477.0,489.0,482.0,443.0,402.0,388.0,390.0,406.0,10.0,8.0,7.0,9.0,9.0,13.0,11.0,7.0,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.9,398.0,399.0,400.0,401.0,402.0,403.0,403.0,402.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
02.05.2022,4.0,5.0,5.0,6.0,9.0,12.0,16.0,14.0,405.0,199.0,205.0,249.0,273.0,288.0,279.0,261.0,4.0,5.0,5.0,8.0,10.0,11.0,17.0,17.0,2.5,2.5,2.4,2.4,2.5,2.5,2.5,2.6,401.0,401.0,400.0,399.0,398.0,384.0,382.0,382.0,13.0,13.0,12.0,12.0,13.0,18.0,19.0,19.0
03.05.2022,6.0,6.0,6.0,5.0,9.0,16.0,10.0,8.0,525.0,509.0,473.0,441.0,395.0,416.0,408.0,429.0,6.0,5.0,5.0,5.0,9.0,18.0,11.0,12.0,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.3,389.0,389.0,389.0,393.0,393.0,394.0,394.0,398.0,17.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0
04.05.2022,7.0,6.0,6.0,1.0,7.0,8.0,7.0,3.0,473.0,477.0,505.0,368.2,336.0,335.0,359.0,318.0,8.0,6.0,6.0,1.0,4.0,6.0,8.0,3.0,2.0,2.0,1.9,1.9,1.8,1.8,1.8,1.7,397.0,399.0,400.0,400.0,401.0,402.0,402.0,402.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
05.05.2022,4.0,3.0,3.0,1.0,5.0,9.0,3.0,3.0,202.0,216.0,519.0,383.0,324.0,332.0,337.0,214.0,4.0,3.0,3.0,2.0,4.0,8.0,4.0,3.0,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,404.0,405.0,398.0,397.0,398.0,397.0,396.0,396.0,12.0,12.0,14.0,15.0,15.0,14.0,14.0,14.0
06.05.2022,8.0,9.0,10.0,12.0,11.0,16.0,14.0,12.0,444.0,438.0,447.0,423.0,399.0,404.0,405.0,428.0,8.0,14.0,16.0,11.0,10.0,15.0,15.0,15.0,1.7,1.8,1.9,2.0,2.0,2.1,2.2,2.2,399.0,399.0,402.0,403.0,404.0,405.0,407.0,407.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
07.05.2022,14.0,6.0,9.0,5.0,3.0,10.0,14.0,13.0,436.0,456.0,350.0,380.0,379.0,407.0,348.0,347.0,18.0,8.0,11.0,8.0,4.0,12.0,18.0,15.0,2.2,2.5,2.7,2.7,2.5,2.5,2.7,2.7,410.0,412.0,413.0,414.0,415.0,414.0,413.0,410.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0
08.05.2022,6.0,5.0,7.0,10.0,7.0,11.0,9.0,5.0,410.0,430.0,406.0,408.0,391.0,372.0,375.0,374.0,7.0,7.0,8.0,9.0,6.0,9.0,8.0,5.0,2.0,1.9,1.9,1.9,1.9,1.8,1.8,1.7,408.0,409.0,408.0,407.0,406.0,403.0,401.0,401.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
09.05.2022,5.0,6.0,6.0,5.0,2.0,9.0,7.0,5.0,533.0,516.0,517.0,534.0,436.0,356.0,365.0,395.0,4.0,5.0,6.0,6.0,5.0,7.0,8.0,6.0,1.6,1.7,1.8,2.0,2.0,2.1,2.0,2.0,402.0,403.0,406.0,401.0,401.0,399.0,399.0,399.0,10.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0
10.05.2022,5.0,5.0,4.0,3.0,5.0,3.0,7.0,4.0,515.0,524.0,187.0,219.0,298.0,274.0,280.0,239.0,4.0,4.0,4.0,3.0,5.0,9.0,5.0,5.0,2.1,2.2,2.4,2.5,2.6,2.6,2.5,2.5,401.0,402.0,403.0,403.0,404.0,406.0,407.0,407.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
11.05.2022,15.0,16.0,18.0,21.0,19.0,20.0,18.0,12.0,448.0,451.0,443.0,435.0,430.0,424.0,421.0,433.0,25.0,25.0,25.0,23.0,21.0,21.0,18.0,17.0,3.0,3.2,3.6,3.8,3.8,3.9,3.8,3.7,407.0,406.0,404.0,404.0,406.0,406.0,406.0,406.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
12.05.2022,5.0,4.0,3.0,2.0,4.0,10.0,9.0,8.0,517.0,529.0,512.0,192.0,339.0,358.0,376.0,417.0,4.0,4.0,3.0,3.0,3.0,10.0,8.0,9.0,3.0,2.8,2.7,2.6,2.5,2.4,2.2,2.2,406.0,407.0,407.0,407.0,408.0,407.0,406.0,405.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
13.05.2022,8.0,8.0,8.0,13.0,16.0,17.0,17.0,14.0,496.0,493.0,489.0,441.0,427.0,418.0,420.0,430.0,9.0,9.0,11.0,17.0,16.0,16.0,17.0,19.0,2.2,2.4,2.7,2.8,2.8,2.8,2.9,3.2,404.0,404.0,405.0,407.0,407.0,407.0,407.0,404.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0
14.05.2022,9.0,9.0,9.0,14.0,14.0,15.0,13.0,7.0,489.0,481.0,481.0,443.0,428.0,418.0,413.0,427.0,14.0,12.0,15.0,16.0,14.0,15.0,13.0,8.0,4.0,3.9,4.0,4.0,4.0,3.9,3.8,3.8,400.0,396.0,395.0,394.0,395.0,398.0,398.0,397.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
15.05.2022,6.0,6.0,4.0,3.0,7.0,12.0,14.0,14.0,522.0,525.0,527.0,220.0,279.0,304.0,286.0,253.0,5.0,5.0,4.0,6.0,8.0,9.0,13.0,18.0,3.5,3.4,3.2,3.1,2.9,2.9,2.8,2.7,394.0,394.0,394.0,395.0,394.0,393.0,392.0,391.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0
16.05.2022,5.0,4.0,6.0,5.0,3.0,6.0,7.0,8.0,532.0,181.0,537.0,199.0,253.0,526.0,250.0,229.0,4.0,4.0,6.0,6.0,7.0,10.0,6.0,8.0,2.3,2.2,2.1,2.1,2.0,2.0,2.0,2.0,393.0,392.0,391.0,390.0,390.0,393.0,393.0,393.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
17.05.2022,12.0,12.0,13.0,15.0,15.0,6.0,8.0,3.0,512.0,513.0,515.0,515.0,512.0,411.0,334.0,325.0,18.0,16.0,18.0,19.0,17.0,9.0,7.0,3.0,1.8,1.8,1.8,1.8,1.7,1.7,1.6,1.6,398.0,399.0,399.0,400.0,400.0,402.0,403.0,404.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
18.05.2022,11.0,13.0,14.0,19.0,19.0,18.0,14.0,9.0,526.0,524.0,518.0,510.0,505.0,491.0,513.0,524.0,20.0,21.0,27.0,26.0,24.0,21.0,20.0,12.0,1.4,1.4,1.4,1.5,1.6,1.6,1.6,1.6,406.0,406.0,406.0,406.0,406.0,408.0,409.0,411.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0
19.05.2022,5.0,7.0,11.0,21.0,13.0,14.0,15.0,15.0,484.0,467.0,445.0,424.0,421.0,406.0,423.0,417.0,6.0,10.0,15.0,22.0,15.0,17.0,19.0,20.0,1.7,1.9,2.2,2.5,2.7,2.8,2.8,2.9,414.0,413.0,412.0,411.0,411.0,411.0,411.0,412.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0
20.05.2022,7.0,8.0,9.0,9.0,8.0,6.0,13.0,8.0,453.0,480.0,477.0,456.0,400.0,455.0,423.0,419.0,9.0,9.0,13.0,11.0,11.0,8.0,15.0,12.0,3.3,3.2,3.1,2.9,2.9,2.8,2.8,2.7,406.0,410.0,410.0,410.0,409.0,406.0,408.0,404.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0
21.05.2022,4.0,8.0,6.0,10.0,11.0,11.0,8.0,6.0,480.0,459.0,476.0,438.0,423.0,425.0,423.0,427.0,4.0,11.0,9.0,10.0,9.0,10.0,7.0,6.0,2.2,2.1,2.0,1.9,1.8,1.9,1.8,1.8,396.0,396.0,395.0,396.0,394.0,395.0,396.0,394.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0
22.05.2022,5.0,5.0,5.0,3.0,1.0,7.0,8.0,3.0,503.0,491.0,517.0,495.0,364.5,335.0,343.0,408.0,4.0,4.0,5.0,3.0,2.0,4.0,7.0,4.0,1.9,1.9,1.8,1.8,1.8,1.8,1.9,2.0,393.0,382.0,381.0,383.0,383.0,383.0,385.0,387.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
23.05.2022,4.0,4.0,4.0,5.0,2.0,10.0,10.0,6.0,511.0,481.0,484.0,414.0,395.0,355.0,397.0,428.0,4.0,4.0,4.0,6.0,3.0,7.0,11.0,7.0,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,402.0,403.0,405.0,405.0,405.0,405.0,404.0,405.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
24.05.2022,3.0,5.0,6.0,7.0,13.0,16.0,16.0,12.0,448.0,464.0,469.0,476.0,440.0,420.0,428.0,438.0,3.0,5.0,6.0,9.0,17.0,24.0,26.0,19.0,2.5,2.5,2.6,2.7,2.9,3.2,3.6,3.9,404.0,404.0,404.0,404.0,404.0,402.0,400.0,400.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0
25.05.2022,9.0,8.0,9.0,12.0,16.0,20.0,20.0,17.0,459.0,459.0,456.0,447.0,435.0,428.0,432.0,439.0,15.0,13.0,14.0,14.0,18.0,21.0,25.0,26.0,4.0,3.9,3.8,3.7,3.7,3.7,3.8,3.8,396.0,397.0,396.0,395.0,393.0,391.0,390.0,391.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0
26.05.2022,10.0,8.0,8.0,8.0,8.0,6.0,10.0,7.0,454.0,470.0,460.0,434.0,429.0,443.0,433.0,450.0,14.0,13.0,13.0,11.0,11.0,8.0,12.0,9.0,3.9,3.9,3.8,3.7,3.6,3.4,3.3,3.2,393.0,392.0,387.0,387.0,387.0,386.0,386.0,386.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
27.05.2022,5.0,4.0,5.0,2.0,3.0,5.0,9.0,10.0,526.0,530.0,531.0,201.0,273.0,312.0,307.0,272.0,4.0,4.0,5.0,3.0,4.0,4.0,8.0,11.0,2.9,2.8,2.7,2.7,2.6,2.5,2.5,2.4,383.0,383.0,382.0,381.0,380.0,379.0,379.0,383.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0
28.05.2022,4.0,5.0,5.0,2.0,3.0,12.0,21.0,17.0,528.0,539.0,526.0,493.0,394.0,423.0,428.0,433.0,4.0,5.0,5.0,3.0,7.0,13.0,28.0,25.0,2.1,2.0,1.9,1.9,1.9,1.9,2.1,2.4,380.0,380.0,381.0,381.0,384.0,384.0,384.0,384.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
29.05.2022,7.0,7.0,8.0,11.0,30.0,27.0,28.0,28.0,492.0,498.0,510.0,499.0,430.0,444.0,445.0,442.0,7.0,7.0,9.0,14.0,31.0,36.0,37.0,37.0,2.7,2.9,3.1,3.1,3.4,4.3,4.6,4.9,389.0,394.0,398.0,398.0,400.0,404.0,405.0,407.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
30.05.2022,9.0,10.0,8.0,9.0,8.0,10.0,8.0,9.0,425.0,481.0,487.0,500.0,489.0,513.0,488.0,395.0,15.0,14.0,12.0,10.0,9.0,12.0,11.0,9.0,4.4,4.2,4.0,3.8,3.7,3.6,3.4,3.3,400.0,400.0,399.0,397.0,396.0,396.0,395.0,395.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0
31.05.2022,22.0,19.0,20.0,21.0,22.0,23.0,20.0,17.0,440.0,454.0,441.0,438.0,445.0,440.0,441.0,441.0,30.0,29.0,29.0,27.0,24.0,26.0,25.0,27.0,4.7,4.8,4.9,4.8,4.8,4.8,4.8,4.8,399.0,398.0,398.0,397.0,397.0,392.0,391.0,390.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0
01.06.2022,8.0,9.0,9.0,13.0,19.0,18.0,16.0,11.0,485.0,494.0,497.0,458.0,445.0,442.0,436.0,441.0,10.0,10.0,11.0,22.0,24.0,22.0,22.0,21.0,4.2,4.1,4.1,4.0,4.0,4.0,3.9,3.8,387.0,387.0,391.0,392.0,392.0,391.0,393.0,394.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0
02.06.2022,7.0,7.0,6.0,4.0,5.0,9.0,9.0,6.0,490.0,505.0,492.0,473.0,402.0,396.0,393.0,401.0,7.0,7.0,6.0,5.0,5.0,8.0,9.0,7.0,3.1,3.1,3.2,3.4,3.5,3.6,3.5,3.4,399.0,399.0,398.0,397.0,375.0,376.0,380.0,381.0,13.0,13.0,13.0,13.0,18.0,17.0,17.0,16.0
03.06.2022,5.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,528.0,523.0,531.0,530.0,530.0,501.0,311.0,334.0,5.0,2.0,4.0,6.0,7.0,9.0,4.0,3.0,3.2,3.1,3.1,3.0,3.1,3.1,3.3,3.4,388.0,389.0,390.0,391.0,391.0,392.0,392.0,392.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0
04.06.2022,6.0,7.0,8.0,11.0,17.0,15.0,17.0,16.0,454.0,477.0,476.0,438.0,427.0,428.0,423.0,437.0,6.0,7.0,8.0,13.0,18.0,17.0,23.0,24.0,3.2,3.0,3.0,2.9,2.9,2.8,2.9,3.0,383.0,384.0,384.0,387.0,387.0,391.0,391.0,392.0,17.0,16.0,16.0,16.0,15.0,15.0,14.0,14.0
05.06.2022,6.0,2.0,2.0,5.0,9.0,11.0,17.0,16.0,390.0,355.0,252.0,234.0,274.0,293.0,275.0,255.0,7.0,3.0,3.0,5.0,9.0,10.0,15.0,19.0,2.8,2.7,2.7,2.6,2.6,2.6,2.6,2.6,399.0,402.0,401.0,400.0,399.0,398.0,397.0,396.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
06.06.2022,6.0,6.0,7.0,6.0,3.0,1.0,6.0,2.0,521.0,518.0,513.0,503.0,496.0,415.0,336.0,362.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,2.0,2.4,2.3,2.2,2.2,2.1,2.1,2.0,2.0,394.0,393.0,393.0,392.0,391.0,391.0,391.0,391.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
07.06.2022,3.0,4.0,3.0,3.0,2.0,8.0,9.0,6.0,192.0,533.0,534.0,535.0,227.0,297.0,293.0,277.0,3.0,4.0,3.0,4.0,4.0,7.0,9.0,6.0,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.5,382.0,381.0,379.0,379.0,376.0,371.0,371.0,374.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0
08.06.2022,10.0,10.0,10.0,12.0,16.0,14.0,12.0,7.0,523.0,527.0,521.0,520.0,503.0,499.0,502.0,505.0,11.0,12.0,13.0,17.0,20.0,17.0,17.0,7.0,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,371.0,370.0,369.0,368.0,387.0,390.0,382.0,386.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0
09.06.2022,12.0,23.0,17.0,19.0,18.0,16.0,15.0,9.0,470.0,437.0,444.0,437.0,424.0,414.0,417.0,428.0,18.0,30.0,25.0,23.0,20.0,18.0,17.0,13.0,1.4,1.8,1.9,2.0,2.0,2.0,2.0,2.0,399.0,396.0,388.0,422.0,383.0,380.0,377.0,376.0,11.0,11.0,12.0,7.0,11.0,11.0,11.0,11.0
10.06.2022,5.0,5.0,6.0,4.0,3.0,6.0,8.0,4.0,519.0,540.0,181.0,190.0,268.0,306.0,302.0,270.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,392.0,394.0,396.0,398.0,399.0,400.0,401.0,402.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11.06.2022,10.0,11.0,12.0,11.0,17.0,21.0,15.0,10.0,520.0,522.0,521.0,517.0,500.0,490.0,502.0,513.0,12.0,14.0,19.0,21.0,23.0,26.0,23.0,10.0,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.2,404.0,405.0,406.0,408.0,409.0,411.0,415.0,414.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
12.06.2022,17.0,18.0,19.0,21.0,24.0,25.0,19.0,21.0,517.0,514.0,515.0,514.0,510.0,507.0,510.0,518.0,29.0,32.0,29.0,32.0,32.0,33.0,26.0,30.0,1.6,1.7,1.7,1.8,1.9,2.0,1.9,1.7,410.0,411.0,413.0,414.0,415.0,416.0,417.0,417.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
13.06.2022,3.0,1.0,2.0,1.0,10.0,14.0,8.0,3.0,401.0,402.3,244.0,280.0,503.0,488.0,435.0,366.0,2.0,1.0,2.0,6.0,17.0,19.0,8.0,2.0,1.4,1.4,1.5,1.7,1.9,2.1,2.0,2.0,417.0,417.0,416.0,416.0,416.0,418.0,420.0,421.0,13.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0
14.06.2022,3.0,15.0,7.0,20.0,21.0,20.0,15.0,23.0,519.0,473.0,517.0,501.0,490.0,494.0,420.0,441.0,13.0,26.0,18.0,25.0,25.0,27.0,22.0,25.0,1.9,1.9,2.0,2.0,2.1,2.0,2.1,2.4,420.0,421.0,421.0,420.0,421.0,421.0,420.0,416.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0
15.06.2022,24.0,21.0,21.0,23.0,21.0,21.0,18.0,16.0,438.0,434.0,433.0,418.0,425.0,425.0,430.0,423.0,30.0,28.0,28.0,28.0,26.0,27.0,25.0,22.0,4.3,4.3,4.4,4.5,4.3,4.3,4.0,3.8,426.0,418.0,413.0,406.0,402.0,399.0,398.0,394.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,10.0
16.06.2022,9.0,9.0,9.0,7.0,4.0,5.0,9.0,7.0,475.0,495.0,502.0,507.0,524.0,258.0,280.0,216.0,12.0,10.0,9.0,7.0,4.0,6.0,8.0,10.0,2.7,2.6,2.5,2.5,2.4,2.3,2.3,2.2,376.0,372.0,368.0,365.0,362.0,359.0,357.0,356.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
17.06.2022,7.0,8.0,8.0,10.0,14.0,11.0,4.0,6.0,524.0,181.0,526.0,523.0,511.0,505.0,527.0,249.0,8.0,8.0,10.0,18.0,17.0,12.0,5.0,6.0,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,347.0,347.0,348.0,349.0,349.0,349.0,349.0,349.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
18.06.2022,8.0,11.0,16.0,12.0,15.0,19.0,14.0,13.0,512.0,507.0,514.0,460.0,417.0,405.0,419.0,430.0,9.0,20.0,29.0,21.0,16.0,17.0,14.0,16.0,1.5,1.6,1.6,1.7,1.8,2.0,2.6,2.9,409.0,417.0,418.0,419.0,420.0,419.0,420.0,411.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,9.0
19.06.2022,9.0,10.0,8.0,10.0,14.0,15.0,14.0,9.0,474.0,469.0,476.0,449.0,433.0,427.0,424.0,438.0,13.0,14.0,13.0,14.0,14.0,15.0,15.0,12.0,2.8,2.8,2.7,2.5,2.4,2.4,2.3,2.3,415.0,418.0,418.0,417.0,418.0,418.0,418.0,419.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0
20.06.2022,7.0,6.0,5.0,3.0,8.0,10.0,10.0,7.0,500.0,501.0,527.0,208.0,274.0,273.0,255.0,244.0,6.0,6.0,4.0,6.0,13.0,13.0,13.0,10.0,2.2,2.3,2.3,2.3,2.2,2.2,2.2,2.1,402.0,399.0,397.0,397.0,397.0,398.0,399.0,399.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
21.06.2022,4.0,5.0,5.0,4.0,8.0,6.0,6.0,5.0,535.0,533.0,181.0,495.0,421.0,409.0,386.0,405.0,4.0,5.0,5.0,5.0,8.0,6.0,6.0,6.0,2.0,2.0,2.1,2.0,2.0,1.9,1.9,1.8,398.0,398.0,398.0,397.0,396.0,395.0,394.0,394.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
22.06.2022,5.0,3.0,2.0,3.0,7.0,10.0,7.0,4.0,188.0,196.0,538.0,223.0,274.0,267.0,283.0,216.0,5.0,4.0,3.0,4.0,8.0,11.0,7.0,5.0,1.7,1.7,1.7,1.8,1.9,2.0,2.2,2.4,379.0,379.0,377.0,377.0,377.0,379.0,381.0,384.0,13.0,12.0,12.0,12.0,12.0,13.0,13.0,16.0
23.06.2022,7.0,5.0,7.0,7.0,10.0,5.0,15.0,27.0,491.0,523.0,528.0,442.0,451.0,506.0,463.0,421.0,6.0,5.0,8.0,10.0,12.0,7.0,24.0,35.0,2.5,2.4,2.3,2.2,2.2,2.2,2.4,2.9,390.0,390.0,390.0,395.0,396.0,397.0,396.0,396.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
24.06.2022,11.0,15.0,13.0,18.0,12.0,13.0,13.0,10.0,394.0,367.0,359.0,349.0,358.0,397.0,406.0,423.0,14.0,17.0,15.0,19.0,14.0,15.0,16.0,14.0,3.4,3.4,3.4,3.6,3.6,3.4,3.2,3.1,379.0,378.0,377.0,375.0,372.0,373.0,376.0,376.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
25.06.2022,8.0,7.0,7.0,5.0,10.0,15.0,13.0,8.0,479.0,493.0,495.0,457.0,444.0,429.0,425.0,450.0,9.0,7.0,8.0,7.0,12.0,16.0,15.0,12.0,2.5,2.5,2.4,2.4,2.4,2.6,2.7,2.9,398.0,399.0,399.0,399.0,398.0,396.0,393.0,391.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
26.06.2022,6.0,5.0,4.0,3.0,3.0,5.0,6.0,6.0,515.0,511.0,488.0,496.0,420.0,380.0,394.0,403.0,5.0,5.0,4.0,3.0,4.0,5.0,7.0,7.0,2.8,2.7,2.7,2.6,2.5,2.4,2.3,2.2,388.0,389.0,393.0,394.0,395.0,396.0,397.0,399.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0
27.06.2022,7.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,522.0,182.0,188.0,184.0,240.0,307.0,310.0,264.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.9,1.9,1.8,1.8,1.9,1.9,1.9,2.0,403.0,403.0,402.0,400.0,397.0,395.0,395.0,395.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0
28.06.2022,5.0,7.0,8.0,6.0,6.0,5.0,2.0,5.0,517.0,520.0,518.0,509.0,503.0,482.0,374.0,373.0,5.0,7.0,7.0,8.0,7.0,6.0,2.0,4.0,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.7,399.0,399.0,399.0,398.0,395.0,396.0,395.0,394.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
29.06.2022,8.0,8.0,8.0,8.0,5.0,4.0,4.0,2.0,498.0,503.0,502.0,510.0,470.0,466.0,360.0,364.0,8.0,8.0,8.0,10.0,6.0,5.0,4.0,1.0,1.5,1.5,1.5,1.5,1.4,1.4,1.3,1.3,395.0,395.0,395.0,396.0,398.0,398.0,400.0,400.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
30.06.2022,8.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,511.0,519.0,515.0,517.0,522.0,504.0,520.0,203.0,7.0,7.0,7.0,8.0,10.0,10.0,6.0,5.0,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,404.0,404.0,367.0,362.0,363.0,363.0,365.0,365.0,12.0,13.0,17.0,17.0,17.0,16.0,16.0,16.0
